1.4086776,2.172388,2.2893882,7.1064725,4.6813745,2.9509492,4.375957,3.636228,7.956852,3.0434096,4.358387,2963,4101,5165,6254,7350,8163,9793,11648,12931,13615,9018.13
6.7563405,3.4064624,1.3467218,3.7946422,3.0473096,4.9431424,1.6841571,4.475838,6.879331,3.016303,3.9350247,2783,4091,5150,6534,8120,9400,10124,11281,12392,13326,8320.1
2.8516445,0.6295361,4.6158247,3.9585702,2.8361094,4.3617992,5.181514,2.4898212,5.9387097,4.4197445,4.1011605,2676,3978,5385,6611,7737,9226,10630,11690,12791,14123,9333.17
2.137752,5.4689045,2.4261727,2.083481,6.898582,2.4582627,0.6107299,5.5794535,5.3882895,3.4347427,4.013501,3086,4559,5777,6832,8109,9070,10450,11411,12571,13699,9412.04
4.247933,0.55355835,2.384525,4.405994,2.911531,5.0223937,4.882995,3.9121187,0.49964616,6.138596,3.4959292,3081,4079,5271,6471,7764,8839,10138,11131,12048,13261,8208.3
2.3176756,3.259258,2.386765,1.8150136,1.9593942,4.356361,1.7272463,6.9435916,3.4429846,4.261533,3.246982,2200,3550,4749,5787,6887,8106,9383,10888,12666,13890,7810.6
5.6590757,0.94452614,4.972111,8.283345,1.5786159,3.9855268,4.268672,2.6947198,6.5397835,2.0228248,4.09492,3480,4473,5555,6481,7037,8069,9073,10210,11017,11842,7723.7
1.8537325,4.7511077,6.049123,3.0387776,14.773248,5.073445,6.635385,3.9672987,5.4913616,6.2633996,5.7896876,2451,3346,4323,5229,6209,7101,8002,9029,10085,11057,6683.2
4.002428,4.5201297,2.3090665,4.753294,3.9003778,3.600015,1.1495055,3.4208205,2.5628965,3.8460617,3.7471054,2961,4315,5717,6924,8487,9856,11043,12525,13745,14933,9955.66
3.074095,3.24016,5.0213785,5.837546,2.979347,3.7526453,5.091559,4.2723365,3.829895,3.6223836,4.0721345,2887,3996,5073,6235,7811,9167,10586,12256,13512,14587,8611.0
4.8301873,1.2512374,1.2818764,2.3792775,8.608543,3.3796432,3.613906,3.1230557,1.433719,3.5999713,3.3501415,2714,3852,5157,6749,8020,9488,10916,12503,13266,14364,8702.9
4.5013394,2.7234316,10.557902,1.2479991,1.1483072,6.096912,1.2373071,2.6974392,3.6958346,4.269984,4.1994104,2686,3808,4844,5838,7175,8270,9572,10910,12010,13375,8633.68
5.4362726,1.6645473,2.5332832,5.989093,3.2051215,2.149045,2.8428068,1.732036,1.676362,7.567059,3.4795628,2358,3439,4564,5652,6688,7802,8839,9873,10998,12250,7246.3
5.6312165,3.800177,5.5003743,3.0371394,3.7213748,4.4844184,0.48657894,3.4409142,1.9059631,2.9212787,3.8422382,2256,3407,4824,5935,7204,8060,9213,10367,11537,12899,8327.221
3.683798,3.8354547,5.399661,5.814732,2.52455,3.0779696,5.005716,1.1953034,2.6125767,4.4446244,3.7594388,2230,3606,4839,6340,7558,8727,10025,11317,12690,13928,8126.0
5.7131276,5.9469943,5.583113,3.078195,3.355356,3.0335593,1.6237257,1.761185,3.5056791,4.548461,3.81494,2447,3564,4557,5939,7251,8531,9746,11043,11989,12984,7805.1
5.943715,4.577081,3.9891992,3.8428879,0.85971063,5.748428,2.8072417,3.8186183,4.8815436,1.8857387,3.8354163,2211,3639,4830,5959,7246,8503,9981,11185,12367,13659,7958.0
1.8494155,2.9288416,4.7819185,3.7993245,2.356397,3.8313584,3.0832663,1.6520509,6.5494456,2.9324052,3.7140865,2364,3325,4969,6397,7510,8709,9880,11009,12348,13753,8829.04
3.8851693,4.6774855,4.690479,4.192182,4.3005457,3.9275773,5.4914293,3.5288136,3.867878,1.6599766,4.0221534,2200,3073,4075,5092,6256,7559,8717,9960,10823,12181,6993.6
4.595875,3.8525655,1.9810687,3.1329124,3.275041,3.298352,1.821508,4.783864,3.4180868,0.78812647,3.0947402,2356,3713,4763,5812,6947,8315,9788,11127,12573,13795,7918.9
3.6115038,1.4128904,4.3824563,3.425386,0.97842395,3.3829968,5.5355315,2.5333772,3.679814,2.55942,3.15018,2320,3544,4704,5811,6922,8221,9855,10889,12050,13395,7771.1
2.53089,2.976899,1.9891688,3.1684377,3.3482883,1.4898866,2.4189682,3.718506,4.3078594,1.2058072,2.715471,2174,3239,4510,5721,6628,7799,8697,9714,10924,12240,7164.6
1.7429918,5.2418,3.635192,3.7316103,5.6238823,2.0048969,7.2111297,5.03586,3.3160143,2.6093545,4.015273,2248,3255,4249,5567,6643,7579,8716,9768,10833,11915,7077.3
3.8130596,4.707747,2.7785883,4.739179,4.217477,8.058484,5.575537,2.9816132,3.7011955,6.185747,5.143449,2853,4070,5023,5902,7039,7853,8819,9863,10834,11879,8154.85
3.2091956,4.9280663,3.656358,8.155738,4.5711784,1.5689468,4.786369,1.4190176,4.336275,2.5868146,3.9217956,2454,3645,4768,5890,7013,8297,9353,10690,11784,13122,7701.6
6.019361,4.400436,3.5088027,4.5491014,5.403993,5.766401,4.176746,5.466119,3.5571465,3.4074242,5.0881085,2547,3742,5099,6326,7768,9234,10858,12148,13467,14718,9449.7705
2.7097797,4.508781,4.5681553,6.8873143,2.1423967,2.6300602,2.4057448,8.952692,3.477231,2.1961243,4.0478277,2794,4164,5296,6562,8092,8991,10197,11743,13215,15150,9482.439
3.1438596,0.80212533,5.7049847,4.4873853,3.217909,3.7210007,3.4237187,2.771683,2.998914,4.918267,3.518985,1984,3355,4375,5486,6544,8011,9291,10662,11985,13158,7485.1
